"ID","Decade","Application period","Application method","Crop","Crop height (cm)","Incorporation time (h)","Manure source","Manure treatment","Air temperature (deg. C)","Wind speed (m/s)","Emission factor (% of applied TAN)"
"0202-2010",2010,"Autumn","Trailing hose","None",0,"None","Cattle","Field acidified",13.7,3,16
"0203-1980",1980,"Winter-spring","Broadcast","None",0,"< 12 hours","Cattle","Field acidified",10,3.13,17.3
"0203-1990",1990,"Winter-spring","Broadcast","None",0,"< 12 hours","Cattle","Field acidified",10.4,3.12,17.6
"0203-2000",2000,"Winter-spring","Broadcast","None",0,"< 12 hours","Cattle","Field acidified",11,2.98,17.6
"0203-2010",2010,"Winter-spring","Broadcast","None",0,"< 12 hours","Cattle","Field acidified",11.1,3.07,18.1
"0204-1980",1980,"Winter-spring","Broadcast","None",0,"> 12 hours","Cattle","Field acidified",10,3.13,17.3
"0204-1990",1990,"Winter-spring","Broadcast","None",0,"> 12 hours","Cattle","Field acidified",10.4,3.12,17.6
"0204-2000",2000,"Winter-spring","Broadcast","None",0,"> 12 hours","Cattle","Field acidified",11,2.98,17.6
"0204-2010",2010,"Winter-spring","Broadcast","None",0,"> 12 hours","Cattle","Field acidified",11.1,3.07,18.1
"0205-1980",1980,"Winter-spring","Broadcast","None",0,"None","Cattle","Field acidified",10,3.13,24.7
"0205-1990",1990,"Winter-spring","Broadcast","None",0,"None","Cattle","Field acidified",10.4,3.12,24.9
"0205-2000",2000,"Winter-spring","Broadcast","None",0,"None","Cattle","Field acidified",11,2.98,24.5
"0205-2010",2010,"Winter-spring","Broadcast","None",0,"None","Cattle","Field acidified",11.1,3.07,25.1
"0206-1980",1980,"Spring-summer","Broadcast","Cereal and grass",15,"None","Cattle","Field acidified",12.2,2.96,28.3
"0206-1990",1990,"Spring-summer","Broadcast","Cereal and grass",15,"None","Cattle","Field acidified",12.8,2.96,28.7
"0206-2000",2000,"Spring-summer","Broadcast","Cereal and grass",15,"None","Cattle","Field acidified",13.4,2.8,27.8
"0206-2010",2010,"Spring-summer","Broadcast","Cereal and grass",15,"None","Cattle","Field acidified",13.4,2.96,28.4
"0207-1980",1980,"Late summer-autumn","Broadcast","Grass",10,"None","Cattle","Field acidified",14.3,2.97,32.2
"0207-1990",1990,"Late summer-autumn","Broadcast","Grass",10,"None","Cattle","Field acidified",15.2,2.77,32.3
"0207-2000",2000,"Late summer-autumn","Broadcast","Grass",10,"None","Cattle","Field acidified",15.8,2.7,30.9
"0207-2010",2010,"Late summer-autumn","Broadcast","Grass",10,"None","Cattle","Field acidified",15.7,2.8,31.3
"0208-1980",1980,"Late summer-autumn","Broadcast","None",0,"< 12 hours","Cattle","Field acidified",14.3,2.97,25.5
"0208-1990",1990,"Late summer-autumn","Broadcast","None",0,"< 12 hours","Cattle","Field acidified",15.2,2.77,25.9
"0208-2000",2000,"Late summer-autumn","Broadcast","None",0,"< 12 hours","Cattle","Field acidified",15.8,2.7,24.7
"0208-2010",2010,"Late summer-autumn","Broadcast","None",0,"< 12 hours","Cattle","Field acidified",15.7,2.8,25.2
"0209-1980",1980,"Late summer-autumn","Broadcast","None",0,"> 12 hours","Cattle","Field acidified",14.3,2.97,25.5
"0209-1990",1990,"Late summer-autumn","Broadcast","None",0,"> 12 hours","Cattle","Field acidified",15.2,2.77,25.9
"0209-2000",2000,"Late summer-autumn","Broadcast","None",0,"> 12 hours","Cattle","Field acidified",15.8,2.7,24.7
"0209-2010",2010,"Late summer-autumn","Broadcast","None",0,"> 12 hours","Cattle","Field acidified",15.7,2.8,25.2
"0210-1980",1980,"Late summer-autumn","Broadcast","None",0,"None","Cattle","Field acidified",14.3,2.97,32.2
"0210-1990",1990,"Late summer-autumn","Broadcast","None",0,"None","Cattle","Field acidified",15.2,2.77,32.3
"0210-2000",2000,"Late summer-autumn","Broadcast","None",0,"None","Cattle","Field acidified",15.8,2.7,30.9
"0210-2010",2010,"Late summer-autumn","Broadcast","None",0,"None","Cattle","Field acidified",15.7,2.8,31.3
"0211-1980",1980,"March","Trailing hose","None",0,"24.0","Pig","Field acidified",2.4,3.8,3.83
"0211-1990",1990,"March","Trailing hose","None",0,"24.0","Pig","Field acidified",3.5,3.9,4.08
"0211-2000",2000,"March","Trailing hose","None",0,"24.0","Pig","Field acidified",3.1,3.5,3.93
"0211-2010",2010,"March","Trailing hose","None",0,"24.0","Pig","Field acidified",4,3.5,4.09
"0212-1980",1980,"March","Trailing hose","None",0,"12.0","Pig","Field acidified",2.4,3.8,3.24
"0212-1990",1990,"March","Trailing hose","None",0,"12.0","Pig","Field acidified",3.5,3.9,3.45
"0212-2000",2000,"March","Trailing hose","None",0,"12.0","Pig","Field acidified",3.1,3.5,3.33
"0212-2010",2010,"March","Trailing hose","None",0,"12.0","Pig","Field acidified",4,3.5,3.47
"0213-1980",1980,"March","Trailing hose","None",0,"6.0","Pig","Field acidified",2.4,3.8,2.9
"0213-1990",1990,"March","Trailing hose","None",0,"6.0","Pig","Field acidified",3.5,3.9,3.07
"0213-2000",2000,"March","Trailing hose","None",0,"6.0","Pig","Field acidified",3.1,3.5,2.97
"0213-2010",2010,"March","Trailing hose","None",0,"6.0","Pig","Field acidified",4,3.5,3.09
"0214-1980",1980,"March","Trailing hose","None",0,"4.0","Pig","Field acidified",2.4,3.8,2.77
"0214-1990",1990,"March","Trailing hose","None",0,"4.0","Pig","Field acidified",3.5,3.9,2.93
"0214-2000",2000,"March","Trailing hose","None",0,"4.0","Pig","Field acidified",3.1,3.5,2.84
"0214-2010",2010,"March","Trailing hose","None",0,"4.0","Pig","Field acidified",4,3.5,2.94
"0215-1980",1980,"April","Trailing hose","None",0,"24.0","Pig","Field acidified",5.9,3.3,4.39
"0215-1990",1990,"April","Trailing hose","None",0,"24.0","Pig","Field acidified",6.7,3.5,4.69
"0215-2000",2000,"April","Trailing hose","None",0,"24.0","Pig","Field acidified",7.6,3,4.78
"0215-2010",2010,"April","Trailing hose","None",0,"24.0","Pig","Field acidified",7.6,3.4,4.93
"0216-1980",1980,"April","Trailing hose","None",0,"12.0","Pig","Field acidified",5.9,3.3,3.72
"0216-1990",1990,"April","Trailing hose","None",0,"12.0","Pig","Field acidified",6.7,3.5,3.98
"0216-2000",2000,"April","Trailing hose","None",0,"12.0","Pig","Field acidified",7.6,3,4.06
"0216-2010",2010,"April","Trailing hose","None",0,"12.0","Pig","Field acidified",7.6,3.4,4.18
"0217-1980",1980,"April","Trailing hose","None",0,"6.0","Pig","Field acidified",5.9,3.3,3.3
"0217-1990",1990,"April","Trailing hose","None",0,"6.0","Pig","Field acidified",6.7,3.5,3.51
"0217-2000",2000,"April","Trailing hose","None",0,"6.0","Pig","Field acidified",7.6,3,3.58
"0217-2010",2010,"April","Trailing hose","None",0,"6.0","Pig","Field acidified",7.6,3.4,3.68
"0218-1980",1980,"April","Trailing hose","None",0,"4.0","Pig","Field acidified",5.9,3.3,3.14
"0218-1990",1990,"April","Trailing hose","None",0,"4.0","Pig","Field acidified",6.7,3.5,3.32
"0218-2000",2000,"April","Trailing hose","None",0,"4.0","Pig","Field acidified",7.6,3,3.39
"0218-2010",2010,"April","Trailing hose","None",0,"4.0","Pig","Field acidified",7.6,3.4,3.48
"0219-1980",1980,"March","Trailing hose","Winter cereal",15,"None","Pig","Field acidified",2.4,3.8,8.72
"0219-1990",1990,"March","Trailing hose","Winter cereal",15,"None","Pig","Field acidified",3.5,3.9,9.03
"0219-2000",2000,"March","Trailing hose","Winter cereal",15,"None","Pig","Field acidified",3.1,3.5,8.87
"0219-2010",2010,"March","Trailing hose","Winter cereal",15,"None","Pig","Field acidified",4,3.5,9.1
"0220-1980",1980,"April","Trailing hose","Winter cereal",25,"None","Pig","Field acidified",5.9,3.3,9.42
"0220-1990",1990,"April","Trailing hose","Winter cereal",25,"None","Pig","Field acidified",6.7,3.5,9.69
"0220-2000",2000,"April","Trailing hose","Winter cereal",25,"None","Pig","Field acidified",7.6,3,9.87
"0220-2010",2010,"April","Trailing hose","Winter cereal",25,"None","Pig","Field acidified",7.6,3.4,9.95
"0221-1980",1980,"May","Trailing hose","Spring cereal",15,"None","Pig","Field acidified",11.1,3.2,11.3
"0221-1990",1990,"May","Trailing hose","Spring cereal",15,"None","Pig","Field acidified",10.8,3,11.2
"0221-2000",2000,"May","Trailing hose","Spring cereal",15,"None","Pig","Field acidified",11.6,2.9,11.5
"0221-2010",2010,"May","Trailing hose","Spring cereal",15,"None","Pig","Field acidified",11.5,3.1,11.6
"0222-1980",1980,"Summer","Trailing hose","Grass",10,"None","Pig","Field acidified",14.7,2.77,13.3
"0222-1990",1990,"Summer","Trailing hose","Grass",10,"None","Pig","Field acidified",15.5,2.77,14
"0222-2000",2000,"Summer","Trailing hose","Grass",10,"None","Pig","Field acidified",16,2.7,14.4
"0222-2010",2010,"Summer","Trailing hose","Grass",10,"None","Pig","Field acidified",16,2.77,14.4
"0223-1980",1980,"Summer","Trailing hose","None",0,"24.0","Pig","Field acidified",14.7,2.77,7.01
"0223-1990",1990,"Summer","Trailing hose","None",0,"24.0","Pig","Field acidified",15.5,2.77,7.69
"0223-2000",2000,"Summer","Trailing hose","None",0,"24.0","Pig","Field acidified",16,2.7,8.01
"0223-2010",2010,"Summer","Trailing hose","None",0,"24.0","Pig","Field acidified",16,2.77,8.04
"0224-1980",1980,"Summer","Trailing hose","None",0,"12.0","Pig","Field acidified",14.7,2.77,6.08
"0224-1990",1990,"Summer","Trailing hose","None",0,"12.0","Pig","Field acidified",15.5,2.77,6.68
"0224-2000",2000,"Summer","Trailing hose","None",0,"12.0","Pig","Field acidified",16,2.7,6.97
"0224-2010",2010,"Summer","Trailing hose","None",0,"12.0","Pig","Field acidified",16,2.77,7.01
"0225-1980",1980,"Summer","Trailing hose","None",0,"6.0","Pig","Field acidified",14.7,2.77,5.28
"0225-1990",1990,"Summer","Trailing hose","None",0,"6.0","Pig","Field acidified",15.5,2.77,5.78
"0225-2000",2000,"Summer","Trailing hose","None",0,"6.0","Pig","Field acidified",16,2.7,6.01
"0225-2010",2010,"Summer","Trailing hose","None",0,"6.0","Pig","Field acidified",16,2.77,6.04
"0226-1980",1980,"Summer","Trailing hose","None",0,"4.0","Pig","Field acidified",14.7,2.77,4.9
"0226-1990",1990,"Summer","Trailing hose","None",0,"4.0","Pig","Field acidified",15.5,2.77,5.34
"0226-2000",2000,"Summer","Trailing hose","None",0,"4.0","Pig","Field acidified",16,2.7,5.55
"0226-2010",2010,"Summer","Trailing hose","None",0,"4.0","Pig","Field acidified",16,2.77,5.57
"0227-1980",1980,"Autumn","Trailing hose","Grass",15,"None","Pig","Field acidified",12.7,3,12.4
"0227-1990",1990,"Autumn","Trailing hose","Grass",15,"None","Pig","Field acidified",12.8,2.9,12.6
"0227-2000",2000,"Autumn","Trailing hose","Grass",15,"None","Pig","Field acidified",13.7,2.9,13.2
"0227-2010",2010,"Autumn","Trailing hose","Grass",15,"None","Pig","Field acidified",13.7,3,13.3
"0228-1980",1980,"Autumn","Trailing hose","None",0,"24.0","Pig","Field acidified",12.7,3,6.33
"0228-1990",1990,"Autumn","Trailing hose","None",0,"24.0","Pig","Field acidified",12.8,2.9,6.5
"0228-2000",2000,"Autumn","Trailing hose","None",0,"24.0","Pig","Field acidified",13.7,2.9,6.99
"0228-2010",2010,"Autumn","Trailing hose","None",0,"24.0","Pig","Field acidified",13.7,3,7.07
"0229-1980",1980,"Autumn","Trailing hose","None",0,"12.0","Pig","Field acidified",12.7,3,5.44
"0229-1990",1990,"Autumn","Trailing hose","None",0,"12.0","Pig","Field acidified",12.8,2.9,5.57
"0229-2000",2000,"Autumn","Trailing hose","None",0,"12.0","Pig","Field acidified",13.7,2.9,6.02
"0229-2010",2010,"Autumn","Trailing hose","None",0,"12.0","Pig","Field acidified",13.7,3,6.08
"0230-1980",1980,"Autumn","Trailing hose","None",0,"6.0","Pig","Field acidified",12.7,3,4.73
"0230-1990",1990,"Autumn","Trailing hose","None",0,"6.0","Pig","Field acidified",12.8,2.9,4.84
"0230-2000",2000,"Autumn","Trailing hose","None",0,"6.0","Pig","Field acidified",13.7,2.9,5.2
"0230-2010",2010,"Autumn","Trailing hose","None",0,"6.0","Pig","Field acidified",13.7,3,5.26
"0231-1980",1980,"Autumn","Trailing hose","None",0,"4.0","Pig","Field acidified",12.7,3,4.41
"0231-1990",1990,"Autumn","Trailing hose","None",0,"4.0","Pig","Field acidified",12.8,2.9,4.51
"0231-2000",2000,"Autumn","Trailing hose","None",0,"4.0","Pig","Field acidified",13.7,2.9,4.83
"0231-2010",2010,"Autumn","Trailing hose","None",0,"4.0","Pig","Field acidified",13.7,3,4.88
"0232-1980",1980,"March","Trailing hose","None",0,"None","Pig","Field acidified",2.4,3.8,8.89
"0232-1990",1990,"March","Trailing hose","None",0,"None","Pig","Field acidified",3.5,3.9,9.25
"0232-2000",2000,"March","Trailing hose","None",0,"None","Pig","Field acidified",3.1,3.5,9.06
"0232-2010",2010,"March","Trailing hose","None",0,"None","Pig","Field acidified",4,3.5,9.32
"0233-1980",1980,"April","Trailing hose","None",0,"None","Pig","Field acidified",5.9,3.3,9.8
"0233-1990",1990,"April","Trailing hose","None",0,"None","Pig","Field acidified",6.7,3.5,10.2
"0233-2000",2000,"April","Trailing hose","None",0,"None","Pig","Field acidified",7.6,3,10.4
"0233-2010",2010,"April","Trailing hose","None",0,"None","Pig","Field acidified",7.6,3.4,10.5
"0234-1980",1980,"Summer","Trailing hose","None",0,"None","Pig","Field acidified",14.7,2.77,13.3
"0234-1990",1990,"Summer","Trailing hose","None",0,"None","Pig","Field acidified",15.5,2.77,14
"0234-2000",2000,"Summer","Trailing hose","None",0,"None","Pig","Field acidified",16,2.7,14.4
"0234-2010",2010,"Summer","Trailing hose","None",0,"None","Pig","Field acidified",16,2.77,14.4
"0235-1980",1980,"Autumn","Trailing hose","None",0,"None","Pig","Field acidified",12.7,3,12.4
"0235-1990",1990,"Autumn","Trailing hose","None",0,"None","Pig","Field acidified",12.8,2.9,12.6
"0235-2000",2000,"Autumn","Trailing hose","None",0,"None","Pig","Field acidified",13.7,2.9,13.2
"0235-2010",2010,"Autumn","Trailing hose","None",0,"None","Pig","Field acidified",13.7,3,13.3
"0236-1980",1980,"Winter-spring","Broadcast","None",0,"< 12 hours","Pig","Field acidified",10,3.13,8.1
"0236-1990",1990,"Winter-spring","Broadcast","None",0,"< 12 hours","Pig","Field acidified",10.4,3.12,8.9
"0236-2000",2000,"Winter-spring","Broadcast","None",0,"< 12 hours","Pig","Field acidified",11,2.98,9.42
"0236-2010",2010,"Winter-spring","Broadcast","None",0,"< 12 hours","Pig","Field acidified",11.1,3.07,9.53
"0237-1980",1980,"Winter-spring","Broadcast","None",0,"> 12 hours","Pig","Field acidified",10,3.13,8.1
"0237-1990",1990,"Winter-spring","Broadcast","None",0,"> 12 hours","Pig","Field acidified",10.4,3.12,8.9
"0237-2000",2000,"Winter-spring","Broadcast","None",0,"> 12 hours","Pig","Field acidified",11,2.98,9.42
"0237-2010",2010,"Winter-spring","Broadcast","None",0,"> 12 hours","Pig","Field acidified",11.1,3.07,9.53
"0238-1980",1980,"Winter-spring","Broadcast","None",0,"None","Pig","Field acidified",10,3.13,14.4
"0238-1990",1990,"Winter-spring","Broadcast","None",0,"None","Pig","Field acidified",10.4,3.12,15.2
"0238-2000",2000,"Winter-spring","Broadcast","None",0,"None","Pig","Field acidified",11,2.98,15.8
"0238-2010",2010,"Winter-spring","Broadcast","None",0,"None","Pig","Field acidified",11.1,3.07,15.9
"0239-1980",1980,"Spring-summer","Broadcast","Cereal and grass",15,"None","Pig","Field acidified",12.2,2.96,15.3
"0239-1990",1990,"Spring-summer","Broadcast","Cereal and grass",15,"None","Pig","Field acidified",12.8,2.96,16.4
"0239-2000",2000,"Spring-summer","Broadcast","Cereal and grass",15,"None","Pig","Field acidified",13.4,2.8,17
"0239-2010",2010,"Spring-summer","Broadcast","Cereal and grass",15,"None","Pig","Field acidified",13.4,2.96,17
"0240-1980",1980,"Late summer-autumn","Broadcast","Grass",10,"None","Pig","Field acidified",14.3,2.97,16.1
"0240-1990",1990,"Late summer-autumn","Broadcast","Grass",10,"None","Pig","Field acidified",15.2,2.77,17.4
"0240-2000",2000,"Late summer-autumn","Broadcast","Grass",10,"None","Pig","Field acidified",15.8,2.7,18
"0240-2010",2010,"Late summer-autumn","Broadcast","Grass",10,"None","Pig","Field acidified",15.7,2.8,18
"0241-1980",1980,"Late summer-autumn","Broadcast","None",0,"< 12 hours","Pig","Field acidified",14.3,2.97,9.58
"0241-1990",1990,"Late summer-autumn","Broadcast","None",0,"< 12 hours","Pig","Field acidified",15.2,2.77,10.8
"0241-2000",2000,"Late summer-autumn","Broadcast","None",0,"< 12 hours","Pig","Field acidified",15.8,2.7,11.4
"0241-2010",2010,"Late summer-autumn","Broadcast","None",0,"< 12 hours","Pig","Field acidified",15.7,2.8,11.4
"0242-1980",1980,"Late summer-autumn","Broadcast","None",0,"> 12 hours","Pig","Field acidified",14.3,2.97,9.58
"0242-1990",1990,"Late summer-autumn","Broadcast","None",0,"> 12 hours","Pig","Field acidified",15.2,2.77,10.8
"0242-2000",2000,"Late summer-autumn","Broadcast","None",0,"> 12 hours","Pig","Field acidified",15.8,2.7,11.4
"0242-2010",2010,"Late summer-autumn","Broadcast","None",0,"> 12 hours","Pig","Field acidified",15.7,2.8,11.4
"0243-1980",1980,"Late summer-autumn","Broadcast","None",0,"None","Pig","Field acidified",14.3,2.97,16.1
"0243-1990",1990,"Late summer-autumn","Broadcast","None",0,"None","Pig","Field acidified",15.2,2.77,17.4
"0243-2000",2000,"Late summer-autumn","Broadcast","None",0,"None","Pig","Field acidified",15.8,2.7,18
"0243-2010",2010,"Late summer-autumn","Broadcast","None",0,"None","Pig","Field acidified",15.7,2.8,18
"0244-1980",1980,"March","Trailing hose","None",0,"None","Cattle","None",2.4,3.8,19.2
"0244-1990",1990,"March","Trailing hose","None",0,"None","Cattle","None",3.5,3.9,20.4
"0244-2000",2000,"March","Trailing hose","None",0,"None","Cattle","None",3.1,3.5,19.6
"0244-2010",2010,"March","Trailing hose","None",0,"None","Cattle","None",4,3.5,20.4
"0245-1980",1980,"April","Trailing hose","None",0,"None","Cattle","None",5.9,3.3,22.2
"0245-1990",1990,"April","Trailing hose","None",0,"None","Cattle","None",6.7,3.5,23.5
"0245-2000",2000,"April","Trailing hose","None",0,"None","Cattle","None",7.6,3,23.7
"0245-2010",2010,"April","Trailing hose","None",0,"None","Cattle","None",7.6,3.4,24.4
"0246-1980",1980,"Summer","Trailing hose","None",0,"None","Cattle","None",14.7,2.77,35
"0246-1990",1990,"Summer","Trailing hose","None",0,"None","Cattle","None",15.5,2.77,36
"0246-2000",2000,"Summer","Trailing hose","None",0,"None","Cattle","None",16,2.7,35.4
"0246-2010",2010,"Summer","Trailing hose","None",0,"None","Cattle","None",16,2.77,35.7
"0247-1980",1980,"Autumn","Trailing hose","None",0,"None","Cattle","None",12.7,3,32
"0247-1990",1990,"Autumn","Trailing hose","None",0,"None","Cattle","None",12.8,2.9,31.6
"0247-2000",2000,"Autumn","Trailing hose","None",0,"None","Cattle","None",13.7,2.9,32.3
"0247-2010",2010,"Autumn","Trailing hose","None",0,"None","Cattle","None",13.7,3,32.7
